MicrorregiõesIBGE;Pop_2020;Infeccaocovid;mortalidadecovid;PIBpercapita;Rendamediapercapita;Taxa_Analfabetismo;Instalacoessanitarias;taxa_insta_san;Abastecimentodeagua;taxaabste_agua;Coletadelixo;taxacoleta_lixo;ESF2020_Dez;CoberturaESF;Medicos_total;taxamedicos;Enfermeiros;taxa_enfer;Fisioterapeutas;taxa_fisio;ACS;taxa_acs;Leitosdeinternacao;taxa_leitos_interpormil;LeitosUTI;taxa_UTI;EquipamentosRaioX;taxaEquip_raioxpormil;EquipamentosTomografoComputadorizado;taxaEquip_tomografopormil;Resp_VentEquipamentos_Existentes;taxaventiladorespormil;taxainf;taxamortal
31016 Nanuque;119320,00;3825,00;76,00;10874,54;408,33;3,95;72234,00;605,38;29013,00;0,24;25640,00;0,21;43,00;1,08;101,00;0,85;102,00;0,85;47,00;0,39;317,00;2,66;230,00;1,93;79,00;0,66;13,00;0,11;2,00;0,02;33,00;0,28;32,06;0,64
31017 Ituiutaba;153869,00;5725,00;110,00;23718,91;777,26;1,54;127249,00;827,00;42773,00;0,28;43071,00;0,28;29,00;0,57;243,00;1,58;138,00;0,90;57,00;0,37;202,00;1,31;295,00;1,92;64,00;0,42;23,00;0,15;4,00;0,03;40,00;0,26;37,21;0,71
31018 Uberlândia;931094,00;51733,00;935,00;36437,82;907,29;1,03;728141,00;782,03;253074,00;0,27;252155,00;0,27;141,00;0,45;2834,00;3,04;1661,00;1,78;508,00;0,55;930,00;1,00;1739,00;1,87;90,00;0,10;158,00;0,17;38,00;0,04;567,00;0,61;55,56;1,00
31019 Patrocínio;211523,00;4199,00;81,00;24061,87;696,17;1,02;154558,00;730,69;51937,00;0,25;51825,00;0,25;56,00;0,79;275,00;1,30;233,00;1,10;116,00;0,55;439,00;2,08;383,00;1,81;95,00;0,45;29,00;0,14;4,00;0,02;70,00;0,33;19,85;0,38
31020 Patos de Minas;274609,00;8151,00;178,00;19440,65;769,63;1,03;210786,00;767,59;71517,00;0,26;71723,00;0,26;86,00;0,94;593,00;2,16;441,00;1,61;226,00;0,82;506,00;1,84;531,00;1,93;71,00;0,26;56,00;0,20;14,00;0,05;122,00;0,44;29,68;0,65
31021 Frutal;203298,00;6192,00;151,00;28578,20;693,14;1,16;142003,00;698,50;47569,00;0,23;50199,00;0,25;40,00;0,59;279,00;1,37;199,00;0,98;97,00;0,48;329,00;1,62;244,00;1,20;75,00;0,37;19,00;0,09;0,00;0,00;21,00;0,10;30,46;0,74
31022 Uberaba;397481,00;12011,00;278,00;33783,59;916,69;1,05;321187,00;808,06;105907,00;0,27;105221,00;0,26;72,00;0,54;1406,00;3,54;814,00;2,05;295,00;0,74;383,00;0,96;942,00;2,37;47,00;0,12;60,00;0,15;16,00;0,04;266,00;0,67;30,22;0,70
31023 Araxá;233114,00;6621,00;117,00;37764,02;781,48;0,92;176976,00;759,18;56296,00;0,24;56775,00;0,24;57,00;0,73;417,00;1,79;295,00;1,27;162,00;0,69;347,00;1,49;549,00;2,36;145,00;0,62;45,00;0,19;7,00;0,03;81,00;0,35;28,40;0,50
31024 Três Marias;105028,00;1899,00;29,00;21647,23;624,33;0,84;60280,00;573,94;26504,00;0,25;26229,00;0,25;32,00;0,91;116,00;1,10;87,00;0,83;42,00;0,40;209,00;1,99;132,00;1,26;85,00;0,81;17,00;0,16;0,00;0,00;13,00;0,12;18,08;0,28
31025 Curvelo;158518,00;2786,00;72,00;14168,89;503,89;1,62;79567,00;501,94;38134,00;0,24;36130,00;0,23;47,00;0,89;200,00;1,26;168,00;1,06;51,00;0,32;291,00;1,84;180,00;1,14;471,00;2,97;16,00;0,10;4,00;0,03;58,00;0,37;17,58;0,45
31026 Bom Despacho;181282,00;3854,00;71,00;18919,37;693,68;1,20;133557,00;736,74;47766,00;0,26;47143,00;0,26;52,00;0,86;236,00;1,30;199,00;1,10;95,00;0,52;310,00;1,71;269,00;1,48;75,00;0,41;23,00;0,13;9,00;0,05;64,00;0,35;21,26;0,39
31027 Sete Lagoas;439218,00;9962,00;128,00;26330,29;671,67;1,14;282391,00;642,94;105105,00;0,24;102856,00;0,23;114,00;0,78;498,00;1,13;453,00;1,03;141,00;0,32;684,00;1,56;479,00;1,09;13,00;0,03;67,00;0,15;12,00;0,03;108,00;0,25;22,68;0,29
31028 Conc. M. Dentro;82469,00;1547,00;14,00;11046,01;350,33;2,87;29591,00;358,81;13856,00;0,17;9486,00;0,12;38,00;1,38;66,00;0,80;106,00;1,29;29,00;0,35;247,00;3,00;168,00;2,04;2,00;0,02;13,00;0,16;0,00;0,00;6,00;0,07;18,76;0,17
31029 Pará de Minas;138787,00;1890,00;33,00;20953,01;667,11;0,48;105858,00;762,74;33019,00;0,24;34391,00;0,25;38,00;0,82;185,00;1,33;168,00;1,21;53,00;0,38;199,00;1,43;166,00;1,20;178,00;1,28;17,00;0,12;2,00;0,01;61,00;0,44;13,62;0,24
31030 B Horizonte;5268308,00;123812,00;3500,00;32255,75;1060,88;0,95;4090157,00;776,37;1440661,00;0,27;1414670,00;0,27;1247,00;0,71;20408,00;3,87;9556,00;1,81;2957,00;0,56;5581,00;1,06;11474,00;2,18;82,00;0,02;631,00;0,12;157,00;0,03;2611,00;0,50;23,50;0,66
31031 Itabira;406384,00;13478,00;140,00;40675,44;600,55;1,20;301252,00;741,30;95161,00;0,23;95106,00;0,23;118,00;0,87;650,00;1,60;499,00;1,23;161,00;0,40;656,00;1,61;665,00;1,64;127,00;0,31;49,00;0,12;12,00;0,03;100,00;0,25;33,17;0,34
31032 Itaguara;64994,00;1631,00;31,00;43621,88;506,56;0,70;26564,00;408,71;11896,00;0,18;12101,00;0,19;26,00;1,20;67,00;1,03;79,00;1,22;32,00;0,49;162,00;2,49;110,00;1,69;17,00;0,26;8,00;0,12;0,00;0,00;8,00;0,12;25,09;0,48
31033 Ouro Preto;192082,00;9244,00;87,00;94217,05;688,84;0,92;131310,00;683,61;44963,00;0,23;43020,00;0,22;49,00;0,77;314,00;1,63;187,00;0,97;83,00;0,43;313,00;1,63;289,00;1,50;30,00;0,16;26,00;0,14;6,00;0,03;27,00;0,14;48,13;0,45
31034 Cons. Lafaiete;273311,00;6348,00;61,00;32538,76;713,36;0,80;192065,00;702,73;65701,00;0,24;64759,00;0,24;79,00;0,87;524,00;1,92;309,00;1,13;118,00;0,43;441,00;1,61;472,00;1,73;1390,00;5,09;53,00;0,19;10,00;0,04;78,00;0,29;23,23;0,22
31035 Guanhães;134944,00;1618,00;28,00;10337,59;399,90;1,91;66073,00;489,63;24135,00;0,18;17453,00;0,13;51,00;1,13;122,00;0,90;135,00;1,00;43,00;0,32;330,00;2,45;279,00;2,07;13,00;0,10;18,00;0,13;3,00;0,02;12,00;0,09;11,99;0,21
31036 Peçanha;80355,00;1528,00;19,00;7672,78;338,70;2,87;28228,00;351,29;11394,00;0,14;8522,00;0,11;35,00;1,31;43,00;0,54;71,00;0,88;18,00;0,22;258,00;3,21;88,00;1,10;38,00;0,47;5,00;0,06;1,00;0,01;8,00;0,10;19,02;0,24
31037 Gov. Valadares;436696,00;16200,00;534,00;13621,15;552,62;2,01;326684,00;748,08;111089,00;0,25;98331,00;0,23;131,00;0,90;841,00;1,93;668,00;1,53;198,00;0,45;827,00;1,89;730,00;1,67;223,00;0,51;55,00;0,13;11,00;0,03;147,00;0,34;37,10;1,22
31038 Mantena;65123,00;2238,00;47,00;9057,09;417,26;1,48;41737,00;640,89;15117,00;0,23;14024,00;0,22;26,00;1,20;73,00;1,12;79,00;1,21;20,00;0,31;157,00;2,41;154,00;2,36;20,00;0,31;8,00;0,12;0,00;0,00;4,00;0,06;34,37;0,72
31039 Ipatinga;578295,00;30235,00;620,00;27362,11;712,78;1,36;460449,00;796,22;135692,00;0,23;148291,00;0,26;164,00;0,85;997,00;1,72;670,00;1,16;245,00;0,42;899,00;1,55;824,00;1,42;175,00;0,30;66,00;0,11;18,00;0,03;228,00;0,39;52,28;1,07
31040 Caratinga;267565,00;9323,00;274,00;9194,61;448,10;1,91;147734,00;552,14;51724,00;0,19;52348,00;0,20;98,00;1,10;302,00;1,13;275,00;1,03;120,00;0,45;609,00;2,28;352,00;1,32;50,00;0,19;30,00;0,11;6,00;0,02;82,00;0,31;34,84;1,02
31041 Aimorés;152232,00;5721,00;69,00;10588,09;445,89;1,77;90666,00;595,58;33749,00;0,22;30579,00;0,20;55,00;1,08;140,00;0,92;162,00;1,06;49,00;0,32;393,00;2,58;286,00;1,88;504,00;3,31;13,00;0,09;0,00;0,00;6,00;0,04;37,58;0,45
31042 Piuí;86391,00;1263,00;17,00;19241,64;698,68;0,96;63639,00;736,64;22990,00;0,27;22753,00;0,26;30,00;1,04;130,00;1,50;118,00;1,37;69,00;0,80;189,00;2,19;302,00;3,50;223,00;2,58;20,00;0,23;3,00;0,03;22,00;0,25;14,62;0,20
31043 Divinópolis;567507,00;11053,00;246,00;21187,89;768,76;0,48;417086,00;734,94;138701,00;0,24;141198,00;0,25;122,00;0,64;981,00;1,73;981,00;1,73;352,00;0,62;676,00;1,19;936,00;1,65;47,00;0,08;72,00;0,13;19,00;0,03;295,00;0,52;19,48;0,43
31044 Formiga;160172,00;3934,00;48,00;21910,41;668,24;0,98;122257,00;763,29;43024,00;0,27;42895,00;0,27;48,00;0,90;246,00;1,54;183,00;1,14;87,00;0,54;282,00;1,76;233,00;1,45;46,00;0,29;20,00;0,12;4,00;0,02;63,00;0,39;24,56;0,30
31045 Campo Belo;118440,00;2313,00;51,00;13735,01;632,01;0,77;93886,00;792,69;32436,00;0,27;31870,00;0,27;39,00;0,99;188,00;1,59;126,00;1,06;54,00;0,46;259,00;2,19;199,00;1,68;121,00;1,02;19,00;0,16;2,00;0,02;62,00;0,52;19,53;0,43
31046 Oliveira;133101,00;1685,00;26,00;13996,23;535,00;0,81;98354,00;738,94;32295,00;0,24;31247,00;0,23;47,00;1,06;164,00;1,23;141,00;1,06;65,00;0,49;280,00;2,10;305,00;2,29;7,00;0,05;19,00;0,14;2,00;0,02;49,00;0,37;12,66;0,20
31047 Passos;242982,00;4077,00;78,00;19261,92;724,32;1,14;193092,00;794,68;62514,00;0,26;61826,00;0,25;65,00;0,80;499,00;2,05;400,00;1,65;116,00;0,48;365,00;1,50;562,00;2,31;40,00;0,16;41,00;0,17;4,00;0,02;106,00;0,44;16,78;0,32
31048 S. Seb. Paraíso;279679,00;5476,00;134,00;17992,27;673,73;1,10;206217,00;737,33;68866,00;0,25;71416,00;0,26;84,00;0,90;456,00;1,63;371,00;1,33;152,00;0,54;517,00;1,85;696,00;2,49;210,00;0,75;37,00;0,13;8,00;0,03;85,00;0,30;19,58;0,48
31049 Alfenas;242312,00;4088,00;102,00;16892,77;664,32;1,01;179870,00;742,31;58180,00;0,24;59869,00;0,25;64,00;0,79;505,00;2,08;269,00;1,11;152,00;0,63;384,00;1,58;705,00;2,91;553,00;2,28;31,00;0,13;9,00;0,04;94,00;0,39;16,87;0,42
31050 Varginha;475649,00;7257,00;157,00;19959,06;687,33;0,97;371795,00;781,66;115451,00;0,24;116666,00;0,25;108,00;0,68;789,00;1,66;553,00;1,16;283,00;0,59;657,00;1,38;939,00;1,97;59,00;0,12;85,00;0,18;15,00;0,03;170,00;0,36;15,26;0,33
31051 P. Caldas;373228,00;6421,00;173,00;24127,15;789,85;1,09;279754,00;749,55;94249,00;0,25;99491,00;0,27;83,00;0,67;780,00;2,09;599,00;1,60;260,00;0,70;435,00;1,17;790,00;2,12;132,00;0,35;58,00;0,16;17,00;0,05;150,00;0,40;17,20;0,46
31052 P. Alegre;368694,00;12388,00;229,00;33802,66;704,11;1,03;235911,00;639,86;78950,00;0,21;84917,00;0,23;103,00;0,84;866,00;2,35;463,00;1,26;210,00;0,57;610,00;1,65;569,00;1,54;135,00;0,37;41,00;0,11;11,00;0,03;82,00;0,22;33,60;0,62
31053 S Rita Sapucaí;152079,00;2000,00;53,00;18929,37;597,89;0,92;100048,00;657,87;32053,00;0,21;34863,00;0,23;45,00;0,89;127,00;0,84;123,00;0,81;81,00;0,53;276,00;1,81;132,00;0,87;437,00;2,87;18,00;0,12;2,00;0,01;19,00;0,12;13,15;0,35
31054 S. Lourenço;221484,00;4593,00;99,00;15539,39;648,13;1,45;164062,00;740,74;55506,00;0,25;57407,00;0,26;71,00;0,96;410,00;1,85;248,00;1,12;114,00;0,51;438,00;1,98;575,00;2,60;19,00;0,09;31,00;0,14;5,00;0,02;65,00;0,29;20,74;0,45
31055 Andrelândia;75032,00;599,00;15,00;12177,92;497,76;1,26;51986,00;692,85;18402,00;0,25;17513,00;0,23;31,00;1,24;115,00;1,53;99,00;1,32;42,00;0,56;190,00;2,53;224,00;2,99;17,00;0,23;13,00;0,17;2,00;0,03;29,00;0,39;7,98;0,20
31056 Itajubá;198111,00;3247,00;116,00;17910,26;706,49;1,03;139904,00;706,19;45775,00;0,23;49963,00;0,25;54,00;0,82;520,00;2,62;264,00;1,33;114,00;0,58;353,00;1,78;310,00;1,56;7896,00;39,86;31,00;0,16;4,00;0,02;73,00;0,37;16,39;0,59
31057 Lavras;164297,00;1309,00;49,00;19675,11;739,66;1,19;124674,00;758,83;41666,00;0,25;41558,00;0,25;34,00;0,62;326,00;1,98;185,00;1,13;107,00;0,65;211,00;1,28;337,00;2,05;52,00;0,32;40,00;0,24;6,00;0,04;61,00;0,37;7,97;0,30
31058 S J del Rei;194759,00;3337,00;45,00;15038,59;629,01;0,78;127115,00;652,68;49885,00;0,26;50541,00;0,26;54,00;0,83;282,00;1,45;212,00;1,09;114,00;0,59;336,00;1,73;361,00;1,85;20,00;0,10;31,00;0,16;6,00;0,03;86,00;0,44;17,13;0,23
31059 Barbacena;238595,00;3020,00;46,00;15450,33;656,75;0,93;165906,00;695,35;56610,00;0,24;55289,00;0,23;65,00;0,82;765,00;3,21;413,00;1,73;176,00;0,74;385,00;1,61;1293,00;5,42;53,00;0,22;42,00;0,18;9,00;0,04;219,00;0,92;12,66;0,19
31060 Ponte Nova;186800,00;4383,00;81,00;12463,76;485,21;1,57;122764,00;657,19;41225,00;0,22;38537,00;0,21;67,00;1,08;273,00;1,46;209,00;1,12;86,00;0,46;416,00;2,23;408,00;2,18;560,00;3,00;23,00;0,12;4,00;0,02;57,00;0,31;23,46;0,43
31061 Manhuaçu;297164,00;8790,00;185,00;12769,51;468,32;1,07;146838,00;494,13;52741,00;0,18;46877,00;0,16;106,00;1,07;345,00;1,16;304,00;1,02;96,00;0,32;753,00;2,53;478,00;1,61;107,00;0,36;29,00;0,10;5,00;0,02;66,00;0,22;29,58;0,62
31062 Viçosa;229637,00;3014,00;49,00;10618,93;536,42;1,02;126268,00;549,86;44565,00;0,19;39752,00;0,17;92,00;1,20;316,00;1,38;252,00;1,10;109,00;0,47;466,00;2,03;383,00;1,67;1,00;0,00;28,00;0,12;7,00;0,03;34,00;0,15;13,13;0,21
31063 Muriaé;291697,00;9902,00;178,00;12512,66;571,59;1,88;191021,00;654,86;69385,00;0,24;66347,00;0,23;100,00;1,03;558,00;1,91;428,00;1,47;179,00;0,61;592,00;2,03;1018,00;3,49;10,00;0,03;42,00;0,14;11,00;0,04;152,00;0,52;33,95;0,61
31064 Ubá;296805,00;8956,00;165,00;17546,57;614,34;1,42;201902,00;680,25;70903,00;0,24;69472,00;0,23;82,00;0,83;445,00;1,50;299,00;1,01;152,00;0,51;520,00;1,75;498,00;1,68;160,00;0,54;36,00;0,12;7,00;0,02;78,00;0,26;30,17;0,56
31065 Juiz de Fora;792397,00;17962,00;601,00;20970,87;894,69;1,19;631602,00;797,08;220106,00;0,28;218586,00;0,28;175,00;0,66;3029,00;3,82;1410,00;1,78;592,00;0,75;881,00;1,11;2723,00;3,44;47,00;0,06;137,00;0,17;26,00;0,03;438,00;0,55;22,67;0,76
31066 Cataguases;227094,00;6269,00;151,00;16285,65;614,98;1,80;172182,00;758,20;62970,00;0,28;57749,00;0,25;66,00;0,87;338,00;1,49;246,00;1,08;159,00;0,70;368,00;1,62;443,00;1,95;36,00;0,16;26,00;0,11;8,00;0,04;75,00;0,33;27,61;0,66
32001 Barra S.Franc.;94226,00;4255,00;108,00;13408,75;446,81;2,16;42539,00;451,46;18799,00;0,20;14961,00;0,16;31,00;0,99;130,00;1,38;84,00;0,89;29,00;0,31;233,00;2,47;142,00;1,51;112,00;1,19;10,00;0,11;2,00;0,02;15,00;0,16;45,16;1,15
32002 Nova Venécia;136996,00;7411,00;129,00;14380,63;601,17;1,20;62422,00;455,65;23959,00;0,17;22536,00;0,16;43,00;0,94;121,00;0,88;113,00;0,82;39,00;0,28;310,00;2,26;242,00;1,77;110,00;0,80;21,00;0,15;3,00;0,02;12,00;0,09;54,10;0,94
32003 Colatina;220242,00;17414,00;269,00;17350,63;647,77;1,67;135321,00;614,42;48883,00;0,22;44738,00;0,20;81,00;1,10;636,00;2,89;386,00;1,75;130,00;0,59;441,00;2,00;557,00;2,53;616,00;2,80;45,00;0,20;12,00;0,05;80,00;0,36;79,07;1,22
32004 Montanha;59657,00;2032,00;57,00;13372,68;481,95;1,96;38084,00;638,38;13160,00;0,22;12920,00;0,22;22,00;1,11;65,00;1,09;62,00;1,04;19,00;0,32;116,00;1,94;86,00;1,44;15,00;0,25;3,00;0,05;0,00;0,00;1,00;0,02;34,06;0,96
32005 São Mateus;221335,00;8008,00;184,00;15504,49;589,20;1,64;86351,00;390,14;44828,00;0,20;45361,00;0,20;53,00;0,72;301,00;1,36;231,00;1,04;51,00;0,23;312,00;1,41;372,00;1,68;51,00;0,23;26,00;0,12;5,00;0,02;78,00;0,35;36,18;0,83
32006 Linhares;381001,00;25139,00;379,00;35086,12;671,55;1,96;185838,00;487,76;76003,00;0,20;76101,00;0,20;94,00;0,74;681,00;1,79;408,00;1,07;140,00;0,37;613,00;1,61;561,00;1,47;113,00;0,30;74,00;0,19;11,00;0,03;115,00;0,30;65,98;0,99
32007 Afonso Cláudio;143272,00;8801,00;123,00;14872,95;551,17;0,98;44747,00;312,32;18773,00;0,13;22002,00;0,15;47,00;0,98;250,00;1,74;151,00;1,05;47,00;0,33;285,00;1,99;308,00;2,15;60,00;0,42;17,00;0,12;1,00;0,01;42,00;0,29;61,43;0,86
32008 Santa Teresa;113963,00;7470,00;79,00;16514,72;580,95;1,10;27657,00;242,68;13775,00;0,12;17943,00;0,16;42,00;1,11;161,00;1,41;100,00;0,88;36,00;0,32;228,00;2,00;232,00;2,04;60,00;0,53;19,00;0,17;5,00;0,04;34,00;0,30;65,55;0,69
32009 Vitória;1857837,00;118426,00;2663,00;32599,65;1027,25;1,37;1271000,00;684,13;482929,00;0,26;464883,00;0,25;262,00;0,42;5627,00;3,03;3548,00;1,91;901,00;0,48;1069,00;0,58;3634,00;1,96;261,00;0,14;212,00;0,11;45,00;0,02;1246,00;0,67;63,74;1,43
32010 Guarapari;218768,00;13364,00;288,00;34527,98;717,37;1,44;83070,00;379,72;48219,00;0,22;47746,00;0,22;59,00;0,81;319,00;1,46;249,00;1,14;61,00;0,28;355,00;1,62;395,00;1,81;101,00;0,46;24,00;0,11;3,00;0,01;25,00;0,11;61,09;1,32
32011 Alegre;167558,00;6500,00;168,00;11416,25;507,37;2,02;77336,00;461,55;30110,00;0,18;25494,00;0,15;56,00;1,00;195,00;1,16;180,00;1,07;59,00;0,35;373,00;2,23;255,00;1,52;36,00;0,21;26,00;0,16;3,00;0,02;27,00;0,16;38,79;1,00
32012 Cach.Itapemirim;364000,00;20904,00;412,00;17535,21;661,46;1,50;235867,00;647,99;86215,00;0,24;82821,00;0,23;114,00;0,94;817,00;2,24;530,00;1,46;201,00;0,55;608,00;1,67;901,00;2,48;141,00;0,39;76,00;0,21;9,00;0,02;187,00;0,51;57,43;1,13
32013 Itapemirim;85197,00;6624,00;163,00;229246,30;459,33;2,38;21274,00;249,70;17710,00;0,21;16824,00;0,20;32,00;1,13;90,00;1,06;132,00;1,55;48,00;0,56;231,00;2,71;177,00;2,08;163,00;1,91;9,00;0,11;2,00;0,02;33,00;0,39;77,75;1,91
33001 Itaperuna;209005,00;9794,00;185,00;17531,76;639,03;1,58;152503,00;729,66;54202,00;0,26;52171,00;0,25;61,00;0,88;585,00;2,80;288,00;1,38;234,00;1,12;422,00;2,02;700,00;3,35;122,00;0,58;34,00;0,16;6,00;0,03;128,00;0,61;46,86;0,89
33002 S.Antônio Pádua;127591,00;4178,00;92,00;17286,36;581,19;1,15;90332,00;707,98;32238,00;0,25;29419,00;0,23;41,00;0,96;203,00;1,59;162,00;1,27;57,00;0,45;244,00;1,91;369,00;2,89;87,00;0,68;34,00;0,27;5,00;0,04;53,00;0,42;32,75;0,72
33003 Campos Goytac.;641332,00;15811,00;605,00;112387,67;615,87;2,45;230746,00;359,79;129282,00;0,20;163215,00;0,25;76,00;0,36;1545,00;2,41;1009,00;1,57;547,00;0,85;483,00;0,75;1909,00;2,98;213,00;0,33;107,00;0,17;21,00;0,03;372,00;0,58;24,65;0,94
33004 Macaé;326611,00;15757,00;287,00;89081,94;954,42;1,22;172704,00;528,78;61277,00;0,19;78359,00;0,24;50,00;0,46;891,00;2,73;473,00;1,45;259,00;0,79;415,00;1,27;610,00;1,87;251,00;0,77;73,00;0,22;15,00;0,05;193,00;0,59;48,24;0,88
33005 Três Rios;166154,00;7483,00;172,00;29797,94;638,63;1,36;114384,00;688,42;42364,00;0,25;36735,00;0,22;68,00;1,23;458,00;2,76;310,00;1,87;128,00;0,77;363,00;2,18;406,00;2,44;26,00;0,16;35,00;0,21;7,00;0,04;119,00;0,72;45,04;1,04
33006 Cantag/Cordeiro;66862,00;3055,00;17,00;24561,55;630,62;1,82;44931,00;672,00;17730,00;0,27;18138,00;0,27;23,00;1,03;124,00;1,85;88,00;1,32;48,00;0,72;145,00;2,17;161,00;2,41;81,00;1,21;11,00;0,16;1,00;0,01;30,00;0,45;45,69;0,25
33007 Nova Friburgo;245969,00;7854,00;232,00;20337,85;809,70;1,34;135449,00;550,68;56303,00;0,23;64850,00;0,26;41,00;0,50;538,00;2,19;241,00;0,98;113,00;0,46;249,00;1,01;798,00;3,24;144,00;0,59;37,00;0,15;7,00;0,03;125,00;0,51;31,93;0,94
33008 S.M.Madalena;30419,00;547,00;12,00;14909,31;481,34;2,33;11068,00;363,85;4323,00;0,14;4628,00;0,15;11,00;1,08;23,00;0,76;34,00;1,12;11,00;0,36;77,00;2,53;109,00;3,58;1301,00;42,77;6,00;0,20;1,00;0,03;6,00;0,20;17,98;0,39
33009 Bacia de S.João;222008,00;6039,00;173,00;105957,68;888,24;0,97;48061,00;216,48;34359,00;0,15;50260,00;0,23;46,00;0,62;285,00;1,28;266,00;1,20;140,00;0,63;270,00;1,22;217,00;0,98;46,00;0,21;24,00;0,11;6,00;0,03;65,00;0,29;27,20;0,78
33010 Lagos;655210,00;13749,00;572,00;46967,59;725,22;1,22;200425,00;305,89;126559,00;0,19;155341,00;0,24;113,00;0,52;1327,00;2,03;815,00;1,24;347,00;0,53;670,00;1,02;1078,00;1,65;20,00;0,03;104,00;0,16;24,00;0,04;240,00;0,37;20,98;0,87
33011 Vale Paraíba RJ;731120,00;28219,00;780,00;48567,60;795,37;0,86;586771,00;802,56;204862,00;0,28;206195,00;0,28;199,00;0,82;1984,00;2,71;1119,00;1,53;525,00;0,72;964,00;1,32;1764,00;2,41;22,00;0,03;146,00;0,20;27,00;0,04;463,00;0,63;38,60;1,07
33012 Barra do Piraí;186977,00;3163,00;123,00;18395,79;676,84;1,19;116252,00;621,74;44423,00;0,24;49784,00;0,27;37,00;0,59;411,00;2,20;221,00;1,18;103,00;0,55;279,00;1,49;594,00;3,18;244,00;1,30;26,00;0,14;6,00;0,03;59,00;0,32;16,92;0,66
33013 Baía I.Grande;250724,00;9591,00;309,00;41957,06;752,46;1,46;116861,00;466,09;55562,00;0,22;54825,00;0,22;68,00;0,81;647,00;2,58;407,00;1,62;136,00;0,54;339,00;1,35;386,00;1,54;44,00;0,18;51,00;0,20;9,00;0,04;143,00;0,57;38,25;1,23
33014 Vassouras;175924,00;5181,00;118,00;16257,28;621,34;1,61;80241,00;456,11;34115,00;0,19;31781,00;0,18;61,00;1,04;353,00;2,01;290,00;1,65;104,00;0,59;360,00;2,05;694,00;3,94;235,00;1,34;31,00;0,18;4,00;0,02;134,00;0,76;29,45;0,67
33015 Serrana;512834,00;17390,00;607,00;28218,27;855,00;0,94;270628,00;527,71;97493,00;0,19;89722,00;0,17;75,00;0,44;1638,00;3,19;731,00;1,43;390,00;0,76;388,00;0,76;2320,00;4,52;97,00;0,19;80,00;0,16;19,00;0,04;410,00;0,80;33,91;1,18
33016 Macacu-Caceribu;119876,00;4043,00;130,00;20977,90;598,28;0,98;57156,00;476,79;22881,00;0,19;29466,00;0,25;37,00;0,93;196,00;1,64;142,00;1,18;46,00;0,38;211,00;1,76;186,00;1,55;89,00;0,74;0,00;0,00;#NULO!;0,00;34,00;0,28;33,73;1,08
33017 Itaguaí;263131,00;5892,00;299,00;49006,39;620,53;1,71;126403,00;480,38;57011,00;0,22;61746,00;0,23;53,00;0,60;521,00;1,98;246,00;0,93;138,00;0,52;275,00;1,05;269,00;1,02;44,00;0,17;39,00;0,15;8,00;0,03;60,00;0,23;22,39;1,14
33018 Rio de Janeiro;12434442,00;276902,00;20817,00;33273,34;1091,76;1,66;9439961,00;759,18;3359293,00;0,27;3344734,00;0,27;2078,00;0,50;30949,00;2,49;20571,00;1,65;4362,00;0,35;9558,00;0,77;24128,00;1,94;32,00;0,00;1826,00;0,15;423,00;0,03;7569,00;0,61;22,27;1,67
35001 Jales;156088,00;6753,00;202,00;19220,83;760,48;1,06;127560,00;817,23;45009,00;0,29;45694,00;0,29;49,00;0,94;269,00;1,72;251,00;1,61;127,00;0,81;286,00;1,83;309,00;1,98;73,00;0,47;31,00;0,20;7,00;0,04;69,00;0,44;43,26;1,29
35002 Fernandópolis;111604,00;5778,00;110,00;27997,64;828,85;0,95;91949,00;823,89;32114,00;0,29;32445,00;0,29;41,00;1,10;268,00;2,40;205,00;1,84;102,00;0,91;201,00;1,80;241,00;2,16;14,00;0,13;24,00;0,22;6,00;0,05;40,00;0,36;51,77;0,99
35003 Votuporanga;155580,00;9314,00;199,00;22078,96;830,49;0,94;124882,00;802,69;43697,00;0,28;43893,00;0,28;40,00;0,77;368,00;2,37;392,00;2,52;96,00;0,62;223,00;1,43;272,00;1,75;5,00;0,03;16,00;0,10;4,00;0,03;74,00;0,48;59,87;1,28
35004 S.José R.Preto;869487,00;55719,00;1352,00;28003,60;952,87;1,01;689088,00;792,52;224455,00;0,26;238524,00;0,27;149,00;0,51;3105,00;3,57;1884,00;2,17;630,00;0,72;695,00;0,80;2794,00;3,21;578,00;0,66;112,00;0,13;22,00;0,03;596,00;0,69;64,08;1,55
35005 Catanduva;245705,00;9224,00;294,00;23400,84;826,91;0,87;209974,00;854,58;67881,00;0,28;68207,00;0,28;57,00;0,70;801,00;3,26;427,00;1,74;164,00;0,67;330,00;1,34;686,00;2,79;225,00;0,92;49,00;0,20;7,00;0,03;131,00;0,53;37,54;1,20
35006 Auriflama;49654,00;1548,00;46,00;17514,50;722,07;1,30;39584,00;797,20;13531,00;0,27;13827,00;0,28;17,00;1,03;43,00;0,87;53,00;1,07;26,00;0,52;73,00;1,47;68,00;1,37;153,00;3,08;6,00;0,12;0,00;0,00;6,00;0,12;31,18;0,93
35007 Nhandeara;73067,00;2229,00;60,00;22480,21;853,90;0,60;54984,00;752,51;19370,00;0,27;19777,00;0,27;22,00;0,90;80,00;1,09;87,00;1,19;46,00;0,63;119,00;1,63;248,00;3,39;629,00;8,61;6,00;0,08;0,00;0,00;16,00;0,22;30,51;0,82
